player,avg_points,std_dev_points,std_avg_ratio,riskiness_ratio
Mitch McGary,3.7916666666666665,4.4955997004478352,1.1856526682499786,1.7065907496210397
Dion Waiters,20.5625,6.6806254631544322,0.32489363954550432,0.46764157388306038
Anthony Morrow,9.1447368421052637,6.9613595163437347,0.76124219171528607,1.0957078049847981
D.J. Augustin,11.050000000000001,7.2618324496173674,0.65717940720519152,0.94592314192081561
Enes Kanter,23.899999999999999,7.545650542217226,0.31571759590867055,0.45443386844951777
Nick Collison,9.4375,6.6052378205986395,0.69989274920250488,1.0074033682046282
Andre Roberson,12.710526315789474,5.6741758811147687,0.44641549375230061,0.64255626670977128
Russell Westbrook,55.774999999999999,12.834959454962313,0.23012029502397693,0.33122783535555939
Steven Adams,17.862500000000001,7.3338952635582473,0.41057496227058066,0.59096854534236232
Kevin Durant,47.821428571428569,11.788369664235145,0.24650810350902469,0.35481592579390281
Serge Ibaka,28.8125,8.3704818920575388,0.29051564050525081,0.41815897520669321
Ray McCallum,2.4249999999999998,3.5649723389919559,1.4700916861822499,2.1160032275189624
Matt Bonner,2.875,3.4305611785828862,1.1932386708114386,1.7175098004903788
Rasual Butler,6.7352941176470589,6.0411806768700629,0.8969438559545071,1.2910324654864755
Manu Ginobili,22.132352941176471,7.0167865948486048,0.31703753385362465,0.45633374515646041
Patty Mills,16.61904761904762,7.8364608751412161,0.47153489506580382,0.67871233422060229
Boris Diaw,14.630952380952381,7.7320837455125275,0.52847439757774806,0.76066924358962884
Kyle Anderson,8.5952380952380949,7.7618764606553867,0.90304379874661012,1.2998125291771225
David West,13.380952380952381,7.1692132795460228,0.53577750487710485,0.77118110401412243
JJ Hickson,17.171875,10.631995246268062,0.61915167949149763,0.89118723984496862
Thomas Robinson,10.75,6.5899644596118554,0.61301994973133533,0.88236142300325016
Andrea Bargnani,8.5441176470588243,7.553059859109692,0.88400700588547165,1.2724115748595122
Donald Sloan,3.125,3.1983068437325812,1.0234581899944259,1.4731331750354801
Rondae Hollis-Jefferson,18.289473684210527,10.693086797700555,0.58465798318362749,0.84153811020050395
Markel Brown,6.875,5.7521131382784496,0.83667100193141086,1.2042776359452929
Bojan Bogdanovic,14.5,8.0610336283813346,0.55593335368147134,0.80019279187298187
Jarrett Jack,29.934210526315791,11.179048516353888,0.37345392845841557,0.53753770963757208
Sergey Karasev,2.0277777777777777,2.8213595028716996,1.3913553712791944,2.0026726794832252
Wayne Ellington,8.25,6.1857811866318784,0.74979165898568223,1.0792262722747021
Jason Terry,10.132352941176471,7.2983932558918099,0.72030586560325549,1.0367853588611986
K.J. McDaniels,3.6428571428571428,4.6878769689690536,1.2868681875601324,1.8522771496927846
Patrick Beverley,16.660714285714285,7.8370466025505703,0.47039079286477165,0.67706554989228429
Sam Dekker,1.0833333333333333,1.8763883748662837,1.7320508075688774,2.4930588571386627
Montrezl Harrell,7.3833333333333337,6.5750248958427813,0.89052255925635859,1.2817898552017897
James Harden,52.416666666666664,13.863696596987875,0.26449023714444281,0.38069883715777597
Ty Lawson,18.112500000000001,10.600854918354463,0.58527839438810003,0.84243111036055662
Clint Capela,21.666666666666668,9.3261505099013551,0.43043771584160095,0.61955836124210495
Trevor Ariza,26.38095238095238,7.8324720904462266,0.29689876155121075,0.42734663667151768
Corey Brewer,13.833333333333334,7.5949544655207326,0.54903285292920956,0.7902604305104044
Shane Larkin,18.649999999999999,8.8125209966155253,0.47252123306249472,0.68013203776973441
Brook Lopez,37.862499999999997,7.4522493072120275,0.19682401603729358,0.28330223012806383
Joe Johnson,23.6875,8.9725000183308641,0.37878628045723967,0.54521292754801476
Dwight Howard,36.56666666666667,10.309698392891086,0.28194252669711262,0.40581910779677788
Thaddeus Young,32.412500000000001,8.9204359552422616,0.27521591840315501,0.39613704170929881
Marcus Thornton,18.223684210526315,12.132914008562878,0.66577723079478612,0.95829857580444444
Jordan Adams,9.5,4.2426406871192848,0.44659375653887207,0.64281285249641107
Ricky Rubio,31.673076923076923,11.054969006903171,0.34903362984758041,0.50238790832708569
Karl-Anthony Towns,33.118421052631582,12.882311414044496,0.38897722187818101,0.55988144458056077
Tayshaun Prince,7.2763157894736841,4.4681704067353705,0.61407043564536734,0.88387345902484515
Kevin Garnett,13.970588235294118,6.422544735722199,0.45971899160958896,0.66170489850458025
Seth Curry,7.125,4.9106601728620287,0.68921546285782864,0.99203482175352053
Quincy Acy,6.1818181818181817,5.2154708669147372,0.8436791108244428,1.2143648850440008
James Anderson,4.8269230769230766,6.0873713328159758,1.2611287223363776,1.8152285819061593
Marco Belinelli,18.28409090909091,7.8423056978167249,0.4289141711671049,0.61736541948289048
Darren Collison,23.588235294117649,6.7256163614330893,0.28512588065925815,0.41040112626647501
Willie Cauley-Stein,14.8125,8.7471329889464808,0.59052374608921387,0.84998110280888672
Omri Casspi,22.678571428571427,6.8159476859159387,0.30054572473330127,0.43259595951068491
Caron Butler,5.46875,6.0775310717898785,1.1113199674130063,1.599598623647112
Ben McLemore,14.454545454545455,10.104700804822393,0.69906735127702091,1.0062153166764631
Rajon Rondo,40.829545454545453,14.352158117882222,0.35151403127571268,0.50595811927161571
Kosta Koufos,21.943181818181817,8.8118331622684334,0.40157499651974221,0.57801428081904505
Andrew Wiggins,31.25,9.6287712245186121,0.30812067918459557,0.44349910808155624
Nemanja Bjelica,19.016666666666666,9.8870706817877387,0.51991607441478038,0.74835066536406314
Adreian Payne,9.134615384615385,7.436968037429204,0.81415229041330228,1.1718649186299328
Damjan Rudez,4.4375,5.4979704047428788,1.2389792461392404,1.7833473301709621
Anthony Brown,2.5,2.7838821814150108,1.1135528725660042,1.6028125963230324
Louis Williams,21.180555555555557,7.7397016755262458,0.36541542336910798,0.52596734101820031
Marcelo Huertas,11.388888888888889,4.6336255903030308,0.40685492988026611,0.58561404900831204
Nick Young,14.027777777777779,8.3893704142630661,0.59805412854152551,0.86082009586171071
Brandon Bass,13.631578947368421,5.1655700590629596,0.37894143290423254,0.54543624904672139
Ryan Kelly,11.821428571428571,7.7844854862549697,0.65850632512126639,0.94783306537624223
D'Angelo Russell,23.649999999999999,6.4880456874243135,0.27433596986994985,0.39487047177096513
Rudy Gay,31.975000000000001,8.9018404365555046,0.27840001365302591,0.40072012716497651
Jordan Clarkson,25.337499999999999,10.093730140928809,0.39837119451125053,0.57340283008163873
Kobe Bryant,27.882352941176471,7.9731569417419017,0.28595710550551123,0.41159756487911225
Julius Randle,28.725000000000001,11.056642442679564,0.38491357502800916,0.55403236051915017
Andre Miller,13.861111111111111,10.614782669047498,0.76579594405953899,1.1022623313101492
Kevin Martin,17.458333333333332,7.2605146876383202,0.41587673628477256,0.59859975027403578
Zach LaVine,25.486842105263158,9.2584322242732835,0.36326321582073801,0.52286952190838121
Gorgui Dieng,20.223684210526315,8.6063182285047066,0.4255563990672464,0.61253234909186938
Shabazz Muhammad,11.118421052631579,6.2229238065200816,0.55969492224322626,0.8056070740514476
Roy Hibbert,22.762499999999999,7.6817773950673978,0.33747511894859517,0.48575095527344203
Robert Sacre,7.625,5.1265241636024692,0.67233103784950421,0.96773191728284857
DeMarcus Cousins,46.946428571428569,12.175866171774684,0.25935660160493812,0.37330964540014616
Luc Richard Mbah a Moute,4.1805555555555554,5.2642003719041277,1.2592107201896918,1.8124678706043253
Kyle Lowry,44.13095238095238,9.3004096171953137,0.2107457264214746,0.30334069737632996
Jonas Valanciunas,26.714285714285715,9.0876380228948861,0.34017896342387272,0.48964278303505232
DeMarre Carroll,24.847222222222221,8.3239285164946271,0.33500438970800067,0.48219466616810025
Luis Scola,20.238095238095237,8.427068066087763,0.41639630444198361,0.5993476001584398
Solomon Hill,4.4642857142857144,5.364677241434185,1.2016877020812573,1.7296710674401794
Myles Turner,12.03125,6.939068355540039,0.57675373344748371,0.83016098446746123
Shayne Whittington,-1.0,nan,nan,nan
Rodney Stuckey,21.375,9.145064873387259,0.42783929232221096,0.61581827305225256
Joe Young,3.0357142857142856,4.9147494244123893,1.6189762809829047,2.330302979083561
Jordan Hill,23.044117647058822,7.3650543606475942,0.31960669848375012,0.46003171903147155
Chase Budinger,10.710526315789474,7.9202900295410128,0.73948653838466449,1.0643934093609924
Lavoy Allen,14.819444444444445,7.6450702856940831,0.51588103146201869,0.74254275284304583
Monta Ellis,26.210526315789473,9.2038122981030757,0.35114946518867157,0.50543337443830105
George Hill,26.90625,7.7469752161730838,0.28792474671026558,0.41442972506272091
Ian Mahinmi,23.125,8.1939943933131332,0.35433489268381119,0.5100183774854562
DeMar DeRozan,34.333333333333336,8.9813464098281717,0.26159261387849042,0.37652809036659307
James Johnson,8.640625,7.4626675023077373,0.8636721883321794,1.2431422850742482
Patrick Patterson,14.488095238095237,6.0830071667289847,0.41986245029189379,0.60433666027924648
Terrence Ross,10.383333333333333,7.1582037518068002,0.68939361975667424,0.99229125512873473
Jamal Crawford,20.125,12.806376906591662,0.63634170964430625,0.91593002264306267
Austin Rivers,14.1625,6.9930769336537413,0.49377418772488907,0.71072286491516834
Josh Smith,15.9625,5.9544736609500069,0.37302889027094793,0.5369259231857787
Cole Aldrich,2.0499999999999998,2.8853076092507015,1.407467126463757,2.0258634275787175
Paul Pierce,10.894736842105264,7.5218735612442345,0.6904135152832872,0.99375926031938355
Wesley Johnson,10.1875,9.5421071682582941,0.93664855639345213,1.3481821487791308
J.J. Redick,18.671875,7.2621844452386819,0.38893707489144408,0.55982365828443448
Pablo Prigioni,6.7857142857142856,7.3149797382787449,1.0779970140621309,1.5516346241879826
Chris Paul,36.950000000000003,10.566202858981223,0.28595948197513454,0.41160098549392171
Lance Stephenson,13.131578947368421,8.4164061102625922,0.64092872182360416,0.92253242211739028
Blake Griffin,45.0,11.374313166077325,0.25276251480171835,0.36381832653255319
Norman Powell,3.40625,5.5209624872583847,1.6208330237822781,2.3329755156287812
Delon Wright,1.125,1.050793351076541,0.93403853429025874,1.3444253659565604
Anthony Bennett,4.0,2.753785273643051,0.68844631841076276,0.99092773969345793
Cory Joseph,19.226190476190474,7.7418928410243941,0.40267430256721309,0.57959658698834282
Bismack Biyombo,15.988095238095237,7.5834837766343375,0.47432065319231898,0.68272206588713624
DeAndre Jordan,34.924999999999997,10.49533104214491,0.30051055238782853,0.43254533355501201
Vince Carter,9.3000000000000007,7.6628613744765373,0.82396358865339103,1.1859869893397492
Tarik Black,9.84375,6.5355313206239893,0.66392699130148458,0.95563539991119362
Zaza Pachulia,28.94047619047619,11.352836859653396,0.39228231024717614,0.56463868368459991
Kyle Singler,5.734375,5.1506219284665029,0.898201099242115,1.2928421014971814
Kristaps Porzingis,32.357142857142854,12.046413218405361,0.37229533125314584,0.53587006166106266
Carmelo Anthony,38.399999999999999,10.582818746986971,0.27559423820278572,0.39668158319917812
Robin Lopez,19.416666666666668,8.4927665300144302,0.43739570111662296,0.62957346399886638
Jose Calderon,18.595238095238095,8.3671516175145406,0.44996205881640294,0.64766107969033815
Sasha Vujacic,9.875,8.8120055780561284,0.89235499524619022,1.2844274052982569
Derrick Williams,12.525,7.3761261406042449,0.5889122667149097,0.84766159063889202
Kyle O'Quinn,13.073529411764707,10.374158364161687,0.79352392436782304,1.1421731044791892
Lance Thomas,10.428571428571429,6.9029626144969711,0.66192792193806571,0.95275800303534719
Cleanthony Early,2.2142857142857144,2.8004038824358721,1.2646985275516842,1.8203668460213855
Jerian Grant,13.261904761904763,6.435971270171752,0.48529765412426135,0.69852201198491259
Langston Galloway,19.238095238095237,8.1962171878541739,0.42604099243796451,0.61322985738071412
Beno Udrih,9.4038461538461533,7.6010816537971948,0.80829498158988577,1.1634340945586048
Russ Smith,2.8500000000000001,3.0939008100167373,1.0855792315848201,1.5625482269928705
Tony Allen,15.166666666666666,6.7524686843652484,0.44521771545265376,0.64083222271188511
Matt Barnes,18.845238095238095,9.6499599061589993,0.51206357051001639,0.73704802093530875
Brandan Wright,14.571428571428571,8.4689559147343711,0.58120285689353524,0.83656491128370214
JaMychal Green,14.761904761904763,6.837157756734606,0.46316229964976363,0.66666108660824408
Courtney Lee,17.607142857142858,7.1425535649774039,0.4056622714388789,0.58389737437160483
Kevin Seraphin,11.382352941176471,10.157016373800284,0.89234769175506368,1.2844168928853639
Mike Conley,30.797619047619047,8.3365231990092301,0.27068726274324523,0.38961863875337382
Jeff Green,19.345238095238095,9.3312231883326096,0.48235246019688566,0.69428279349631583
Zach Randolph,27.96875,9.1213463004829141,0.32612634817369079,0.46941589548514151
Paul George,48.25,13.063413710733416,0.27074432561105527,0.38970077323083019
Marc Gasol,34.321428571428569,12.784058152916192,0.3724803624158724,0.53613638963312116
Dirk Nowitzki,32.600000000000001,8.2575324465159152,0.25329854130416918,0.36458986603575733
Arron Afflalo,21.384615384615383,9.8449518497084032,0.46037544620938581,0.66264977838176475
Greg Monroe,35.88095238095238,9.3215540038997293,0.25979115339335679,0.37393512542663759
Eric Bledsoe,41.049999999999997,8.7763138167755912,0.21379570808223122,0.30773074399634365
Tyson Chandler,19.133333333333333,10.226395585281585,0.53448060550252185,0.76931438829279786
P.J. Tucker,16.583333333333332,7.1778014275496194,0.43283224688741428,0.62300497308880798
Markieff Morris,22.941176470588236,9.8399414901416815,0.42892052649335533,0.61737456713741046
Justin Anderson,4.3125,5.7969100964795599,1.3442110368648255,1.9348146236097832
John Jenkins,6.1388888888888893,8.7152086097299541,1.4196719907252413,2.0434307211097753
Devin Harris,15.6625,6.4778341694053729,0.4135887737848602,0.59530652980366527
J.J. Barea,17.390625,6.9396017837240969,0.39904269016922028,0.57436935957968582
Salah Mejri,2.3500000000000001,3.2239339323255369,1.3718867797129943,1.9746502078397659
Jeremy Evans,5.7333333333333334,6.7734161740340948,1.1814097977966445,1.7004836968041401
Charlie Villanueva,12.171052631578947,8.6003280911168609,0.70662155127014215,1.0170885919401849
Dwight Powell,21.300000000000001,7.0049794319544789,0.32887227380067974,0.47336829351844034
Wesley Matthews,21.868421052631579,12.178181885449391,0.5568843702130889,0.80156165482842967
Deron Williams,30.912500000000001,9.4029932944109245,0.30418093956848924,0.43782837215289133
Raymond Felton,18.571428571428573,9.0898785941916103,0.48945500122570207,0.7045059652085448
Brandon Knight,38.61904761904762,15.161344565955194,0.39258722057343903,0.56507756191276792
Jon Leuer,18.178571428571427,11.325067013362121,0.62298993393740554,0.89671190124664746
Mirza Teletovic,15.178571428571429,9.8714053131832671,0.65035140886854459,0.93609513822986223
T.J. Warren,18.862500000000001,10.263461955684809,0.54411991812775662,0.78318890837734478
Jerryd Bayless,24.157894736842106,10.333068049792249,0.42773048572124778,0.61566166029062852
Michael Carter-Williams,24.4375,11.940302899563868,0.48860574525069533,0.70328357316252843
Khris Middleton,25.845238095238095,8.3383437318496387,0.3226259205321832,0.46437749124359246
Johnny O'Bryant III,9.526315789473685,7.0237171312049069,0.73729627344139903,1.0612408116470993
John Henson,15.514705882352942,9.8081083278371395,0.63218138985111416,0.90994179062144842
Damien Inglis,4.7999999999999998,4.767730067862483,0.99327709747135062,1.4296914701478582
Miles Plumlee,4.4666666666666668,5.9257810415489489,1.3266673973617049,1.9095628667568232
Chris Copeland,4.5333333333333332,4.6260777380082185,1.0204583245606365,1.4688152641189809
Greivis Vasquez,17.046875,9.3729303270997733,0.5498327597932039,0.79141179101521897
Giannis Antetokounmpo,30.962499999999999,8.2431291165175189,0.26622944260048509,0.38320219418842572
O.J. Mayo,19.625,6.7938391208505964,0.3461828851388839,0.49828463704058534
Sonny Weems,4.5,2.3511226632776472,0.52247170295058831,0.75202915581533059
Devin Booker,8.9705882352941178,7.2083297914532842,0.80355151773577593,1.1566065035183601
Archie Goodwin,8.454545454545455,9.3833750470034651,1.1098615646993346,1.597499445154942
Ronnie Price,8.8815789473684212,5.8067061452522237,0.65379209931728743,0.94104755865565259
Alex Len,15.642857142857142,9.7764293803295796,0.62497722066033845,0.89957233856443952
Rashad Vaughn,4.6428571428571432,4.550691289111052,0.98014889303930341,1.4107951501354092
Steve Novak,4.75,nan,nan,nan
C.J. Miles,24.5,9.4078867623570677,0.38399537805539052,0.55271073699333806
Otto Porter Jr.,24.388888888888889,8.2659036649777615,0.33892087920182168,0.4878319366100487
Marcin Gortat,28.484375,7.2729342714386371,0.25533066010536082,0.36751483322143697
John Wall,41.263888888888886,12.996739472964153,0.31496642277126191,0.45335265372112898
Bradley Beal,33.733333333333334,10.788331439017588,0.31981219680882178,0.46032750678620038
Drew Gooden,11.541666666666666,11.621549667177208,1.0069212708023574,1.4493304593868324
Nene Hilario,17.604166666666668,10.470444514600768,0.59477081266371223,0.85609419538916298
Gary Neal,15.1875,8.2792411085396793,0.54513521702318879,0.78465029732323444
Ramon Sessions,16.305555555555557,7.7878844233109721,0.47762153192367113,0.68747324577260904
Kelly Oubre Jr.,4.365384615384615,5.8323946131136335,1.3360551536647973,1.9230753046701972
DeJuan Blair,6.78125,5.8408009174378517,0.86131626432263253,1.2397512429679312
Kris Humphries,14.40625,8.4758849095536917,0.58834775944841244,0.84684905682954292
Jared Dudley,15.117647058823529,6.7973556709684591,0.44963053076445059,0.64718388875419586
Tobias Harris,30.375,9.3272027171234893,0.30706840220982679,0.44198449406408835
Evan Fournier,27.212499999999999,11.8088601326114,0.43394984410147547,0.62461360698167823
Nikola Vucevic,33.176470588235297,10.615718264192294,0.31997732356607977,0.46056518498994226
