,Unnamed: 0,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score,Home
449,449,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,400827950.0,Cleanthony Early,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
600,600,4.0,1.0,1.0,12.0,0.0,36.25,8.0,4.0,3.0,0.0,0.0,35.0,1.0,2.0,7.0,9.0,0.0,1.0,400827952.0,T.J. McConnell,Philadelphia 76ers,4,0,2015-11-04 00:00:00,Milwaukee Bucks,3,91,2,Philadelphia 76ers,87,0
448,448,-10.0,0.0,0.0,1.0,0.0,4.25,0.0,3.0,1.0,1.0,0.0,15.0,1.0,3.0,2.0,1.0,0.0,1.0,400827950.0,Lance Thomas,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
446,446,1.0,1.0,1.0,0.0,0.0,9.5,2.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,7.0,2.0,0.0,1.0,400827950.0,Derrick Williams,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
445,445,6.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,2.0,0.0,0.0,10.0,0.0,1.0,4.0,0.0,0.0,0.0,400827950.0,Kevin Seraphin,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
443,443,0.0,1.0,0.0,5.0,0.0,12.75,2.0,5.0,1.0,0.0,0.0,29.0,1.0,0.0,2.0,3.0,0.0,1.0,400827950.0,Jose Calderon,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
442,442,-13.0,0.0,0.0,2.0,0.0,12.5,3.0,9.0,3.0,0.0,0.0,28.0,1.0,3.0,6.0,4.0,0.0,3.0,400827950.0,Robin Lopez,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
441,441,-11.0,5.0,2.0,4.0,2.0,46.0,10.0,18.0,6.0,4.0,3.0,37.0,2.0,4.0,17.0,12.0,1.0,1.0,400827950.0,Carmelo Anthony,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
440,440,-1.0,4.0,1.0,1.0,2.0,28.0,3.0,11.0,6.0,0.0,0.0,21.0,1.0,5.0,13.0,4.0,2.0,0.0,400827950.0,Kristaps Porzingis,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
597,597,9.0,0.0,0.0,1.0,1.0,37.5,7.0,16.0,8.0,2.0,1.0,33.0,5.0,5.0,17.0,12.0,1.0,3.0,400827952.0,Nerlens Noel,Philadelphia 76ers,4,0,2015-11-04 00:00:00,Milwaukee Bucks,3,91,2,Philadelphia 76ers,87,0
598,598,22.0,3.0,0.0,3.0,4.0,29.25,6.0,9.0,3.0,2.0,2.0,23.0,1.0,2.0,8.0,7.0,0.0,0.0,400827952.0,Jerami Grant,Philadelphia 76ers,4,0,2015-11-04 00:00:00,Milwaukee Bucks,3,91,2,Philadelphia 76ers,87,0
447,447,-4.0,1.0,0.0,1.0,2.0,20.75,4.0,6.0,4.0,0.0,0.0,19.0,1.0,3.0,8.0,5.0,1.0,2.0,400827950.0,Kyle O'Quinn,New York Knicks,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,0
457,457,3.0,8.0,2.0,4.0,0.0,36.0,6.0,19.0,8.0,4.0,4.0,36.0,0.0,2.0,22.0,6.0,0.0,1.0,400827950.0,Mo Williams,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
621,621,,,,,,,,,,,,,,,,,,,400827952.0,Damien Inglis,Milwaukee Bucks,4,0,2015-11-04 00:00:00,Milwaukee Bucks,3,91,2,Philadelphia 76ers,87,1
85,85,-3.0,2.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,1.0,400827947.0,Kelly Olynyk,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
92,92,15.0,4.0,1.0,8.0,0.0,32.25,4.0,15.0,5.0,2.0,2.0,33.0,1.0,2.0,13.0,5.0,1.0,3.0,400827947.0,Monta Ellis,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
91,91,0.0,0.0,0.0,0.0,0.0,33.0,6.0,14.0,7.0,2.0,2.0,29.0,4.0,2.0,16.0,10.0,2.0,2.0,400827947.0,Jordan Hill,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
90,90,13.0,11.0,5.0,3.0,0.0,50.0,7.0,18.0,8.0,6.0,5.0,31.0,3.0,4.0,26.0,10.0,2.0,2.0,400827947.0,Paul George,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
89,89,-1.0,0.0,0.0,1.0,0.0,21.75,5.0,8.0,3.0,2.0,1.0,29.0,6.0,5.0,7.0,11.0,0.0,1.0,400827947.0,Lavoy Allen,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
88,88,8.0,1.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,0.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,1.0,400827947.0,R.J. Hunter,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
87,87,-2.0,2.0,1.0,4.0,1.0,24.0,4.0,10.0,5.0,0.0,0.0,21.0,0.0,1.0,11.0,4.0,0.0,1.0,400827947.0,Evan Turner,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
86,86,0.0,1.0,0.0,0.0,0.0,5.25,4.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,2.0,400827947.0,Terry Rozier,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
94,94,0.0,0.0,0.0,1.0,1.0,15.5,1.0,6.0,2.0,4.0,3.0,18.0,3.0,1.0,7.0,4.0,0.0,0.0,400827947.0,Myles Turner,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
458,458,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,400827950.0,Anderson Varejao,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
83,83,-1.0,0.0,0.0,0.0,0.0,8.5,3.0,2.0,2.0,0.0,0.0,16.0,1.0,2.0,4.0,4.0,0.0,1.0,400827947.0,Jonas Jerebko,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
82,82,5.0,0.0,0.0,1.0,0.0,18.5,4.0,6.0,4.0,3.0,2.0,18.0,2.0,2.0,10.0,6.0,0.0,1.0,400827947.0,David Lee,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
81,81,1.0,7.0,4.0,7.0,0.0,42.25,0.0,19.0,9.0,5.0,5.0,36.0,1.0,1.0,27.0,1.0,2.0,5.0,400827947.0,Isaiah Thomas,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
80,80,-8.0,8.0,3.0,3.0,0.0,34.25,3.0,16.0,8.0,2.0,2.0,35.0,2.0,3.0,21.0,5.0,1.0,2.0,400827947.0,Avery Bradley,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
79,79,-7.0,2.0,1.0,1.0,0.0,24.5,6.0,5.0,3.0,8.0,5.0,33.0,0.0,1.0,12.0,6.0,2.0,2.0,400827947.0,Jae Crowder,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
78,78,-4.0,1.0,0.0,1.0,0.0,7.5,4.0,2.0,0.0,2.0,2.0,21.0,0.0,3.0,2.0,4.0,0.0,2.0,400827947.0,Amir Johnson,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
77,77,2.0,3.0,1.0,2.0,2.0,33.75,5.0,10.0,3.0,2.0,2.0,27.0,6.0,3.0,9.0,11.0,2.0,1.0,400827947.0,Jared Sullinger,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
84,84,-1.0,0.0,0.0,1.0,0.0,2.75,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,400827947.0,Tyler Zeller,Boston Celtics,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,0
95,95,-4.0,3.0,0.0,1.0,0.0,12.0,3.0,6.0,2.0,0.0,0.0,19.0,1.0,1.0,4.0,4.0,1.0,1.0,400827947.0,Chase Budinger,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
93,93,-4.0,4.0,1.0,4.0,0.0,23.5,2.0,10.0,2.0,8.0,5.0,34.0,0.0,2.0,10.0,2.0,3.0,3.0,400827947.0,George Hill,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
97,97,-4.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,3.0,5.0,4.0,19.0,1.0,0.0,10.0,2.0,1.0,1.0,400827947.0,Glenn Robinson III,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
459,459,15.0,0.0,0.0,1.0,1.0,30.75,9.0,6.0,4.0,2.0,2.0,26.0,4.0,1.0,10.0,13.0,0.0,1.0,400827950.0,Tristan Thompson,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
96,96,-5.0,1.0,1.0,0.0,0.0,13.25,3.0,10.0,3.0,0.0,0.0,27.0,2.0,3.0,7.0,5.0,0.0,1.0,400827947.0,Rodney Stuckey,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
460,460,-3.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,3.0,3.0,11.0,0.0,1.0,5.0,0.0,0.0,0.0,400827950.0,James Jones,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
461,461,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,400827950.0,Jared Cunningham,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
465,465,,,,,,,,,,,,,,,,,,,400827950.0,J.R. Smith,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
462,462,13.0,1.0,1.0,7.0,0.0,18.25,2.0,7.0,2.0,0.0,0.0,27.0,1.0,2.0,5.0,3.0,0.0,3.0,400827950.0,Matthew Dellavedova,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
464,464,,,,,,,,,,,,,,,,,,,400827950.0,Joe Harris,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
100,100,,,,,,,,,,,,,,,,,,,400827947.0,Joe Young,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
99,99,,,,,,,,,,,,,,,,,,,400827947.0,Ian Mahinmi,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
98,98,,,,,,,,,,,,,,,,,,,400827947.0,Solomon Hill,Indiana Pacers,3,1,2015-11-04 00:00:00,Indiana Pacers,3,100,2,Boston Celtics,98,1
463,463,,,,,,,,,,,,,,,,,,,400827950.0,Sasha Kaun,Cleveland Cavaliers,3,2,2015-11-04 00:00:00,Cleveland Cavaliers,1,96,4,New York Knicks,86,1
2802,2802,23.0,3.0,2.0,2.0,0.0,14.5,2.0,5.0,3.0,0.0,0.0,26.0,0.0,0.0,8.0,2.0,0.0,0.0,400827960.0,Joe Ingles,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2087,2087,-12.0,0.0,0.0,2.0,1.0,36.0,8.0,6.0,4.0,6.0,6.0,26.0,2.0,1.0,14.0,10.0,2.0,2.0,400827959.0,Zaza Pachulia,Dallas Mavericks,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,1
2086,2086,-15.0,3.0,0.0,0.0,0.0,21.5,5.0,12.0,4.0,6.0,6.0,28.0,1.0,1.0,14.0,6.0,0.0,0.0,400827959.0,Dirk Nowitzki,Dallas Mavericks,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,1
2801,2801,15.0,1.0,1.0,3.0,1.0,32.75,5.0,9.0,6.0,0.0,0.0,28.0,4.0,3.0,13.0,9.0,1.0,1.0,400827960.0,Trevor Booker,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2085,2085,-4.0,1.0,0.0,0.0,0.0,2.5,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,400827959.0,Troy Daniels,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2082,2082,-7.0,0.0,0.0,0.0,0.0,1.25,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,400827959.0,Brian Roberts,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2083,2083,7.0,3.0,0.0,2.0,1.0,15.25,1.0,8.0,3.0,1.0,1.0,17.0,0.0,2.0,7.0,1.0,2.0,4.0,400827959.0,Jeremy Lin,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2803,2803,-3.0,1.0,1.0,0.0,0.0,3.5,0.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,400827960.0,Chris Johnson,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2804,2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827960.0,Tibor Pleiss,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2800,2800,1.0,0.0,0.0,0.0,0.0,9.75,1.0,5.0,2.0,0.0,0.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,400827960.0,Trey Lyles,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2084,2084,3.0,4.0,2.0,0.0,0.0,22.0,2.0,11.0,7.0,0.0,0.0,24.0,2.0,2.0,16.0,4.0,0.0,0.0,400827959.0,Jeremy Lamb,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2799,2799,-2.0,5.0,2.0,4.0,1.0,17.75,1.0,7.0,3.0,0.0,0.0,23.0,0.0,4.0,8.0,1.0,0.0,1.0,400827960.0,Rodney Hood,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2073,2073,16.0,5.0,3.0,2.0,1.0,39.5,10.0,11.0,6.0,3.0,2.0,32.0,2.0,3.0,17.0,12.0,0.0,1.0,400827959.0,Marvin Williams,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2797,2797,2.0,0.0,0.0,2.0,3.0,36.5,12.0,8.0,2.0,10.0,4.0,35.0,4.0,2.0,8.0,16.0,0.0,1.0,400827960.0,Rudy Gobert,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2796,2796,8.0,5.0,2.0,3.0,0.0,31.25,3.0,13.0,7.0,4.0,4.0,34.0,0.0,2.0,20.0,3.0,1.0,0.0,400827960.0,Gordon Hayward,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2795,2795,-5.0,0.0,0.0,0.0,0.0,9.25,1.0,7.0,3.0,0.0,0.0,15.0,2.0,1.0,6.0,3.0,0.0,1.0,400827960.0,Derrick Favors,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2081,2081,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,400827959.0,Frank Kaminsky III,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2080,2080,8.0,2.0,0.0,3.0,1.0,10.5,4.0,4.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,4.0,0.0,2.0,400827959.0,Spencer Hawes,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2079,2079,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,400827959.0,Tyler Hansbrough,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2089,2089,-18.0,2.0,0.0,5.0,0.0,27.75,3.0,10.0,6.0,3.0,3.0,28.0,0.0,3.0,15.0,3.0,1.0,1.0,400827959.0,Deron Williams,Dallas Mavericks,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,1
2078,2078,12.0,0.0,0.0,0.0,1.0,20.75,3.0,6.0,4.0,4.0,3.0,19.0,0.0,3.0,11.0,3.0,2.0,0.0,400827959.0,Cody Zeller,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2077,2077,12.0,2.0,0.0,0.0,0.0,9.75,3.0,5.0,2.0,0.0,0.0,22.0,0.0,4.0,4.0,3.0,1.0,0.0,400827959.0,P.J. Hairston,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2076,2076,10.0,5.0,1.0,7.0,0.0,29.0,2.0,11.0,4.0,6.0,5.0,30.0,0.0,2.0,14.0,2.0,1.0,1.0,400827959.0,Kemba Walker,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2075,2075,10.0,0.0,0.0,1.0,1.0,44.75,6.0,18.0,15.0,1.0,1.0,27.0,3.0,3.0,31.0,9.0,0.0,2.0,400827959.0,Al Jefferson,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2074,2074,11.0,5.0,0.0,4.0,1.0,28.25,6.0,10.0,3.0,2.0,2.0,34.0,1.0,1.0,8.0,7.0,2.0,1.0,400827959.0,Nicolas Batum,Charlotte Hornets,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,0
2798,2798,-5.0,2.0,0.0,0.0,1.0,7.25,1.0,4.0,1.0,0.0,0.0,13.0,0.0,2.0,2.0,1.0,1.0,0.0,400827960.0,Raul Neto,Utah Jazz,2,3,2015-11-05 00:00:00,Denver Nuggets,3,84,2,Utah Jazz,96,0
2090,2090,-6.0,7.0,2.0,0.0,0.0,14.75,1.0,9.0,2.0,6.0,5.0,26.0,0.0,1.0,11.0,1.0,1.0,1.0,400827959.0,Wesley Matthews,Dallas Mavericks,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,1
2270,2270,13.0,6.0,4.0,5.0,0.0,34.0,2.0,18.0,7.0,3.0,2.0,30.0,2.0,2.0,20.0,4.0,0.0,1.0,400827961.0,C.J. McCollum,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2092,2092,-4.0,5.0,1.0,0.0,0.0,17.25,6.0,8.0,3.0,0.0,0.0,13.0,1.0,1.0,7.0,7.0,1.0,2.0,400827959.0,Charlie Villanueva,Dallas Mavericks,3,2,2015-11-05 00:00:00,Dallas Mavericks,3,94,2,Charlotte Hornets,108,1
2276,2276,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400827961.0,Tim Frazier,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2275,2275,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400827961.0,Chris Kaman,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2274,2274,18.0,1.0,1.0,3.0,0.0,18.75,1.0,7.0,5.0,0.0,0.0,21.0,0.0,1.0,11.0,1.0,1.0,1.0,400827961.0,Allen Crabbe,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2273,2273,17.0,2.0,0.0,4.0,0.0,19.75,1.0,7.0,4.0,3.0,2.0,25.0,2.0,1.0,10.0,3.0,0.0,0.0,400827961.0,Maurice Harkless,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2272,2272,-11.0,2.0,0.0,0.0,2.0,8.75,3.0,4.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,3.0,0.0,2.0,400827961.0,Noah Vonleh,Portland Trail Blazers,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,1
2664,2664,-15.0,2.0,0.0,0.0,0.0,16.75,3.0,10.0,4.0,6.0,6.0,27.0,0.0,5.0,14.0,3.0,0.0,2.0,400827958.0,Kevin Martin,Minnesota Timberwolves,2,3,2015-11-05 00:00:00,Minnesota Timberwolves,2,84,2,Miami Heat,96,1
2663,2663,9.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,400827958.0,Andre Miller,Minnesota Timberwolves,2,3,2015-11-05 00:00:00,Minnesota Timberwolves,2,84,2,Miami Heat,96,1
2662,2662,-4.0,1.0,1.0,3.0,0.0,9.0,2.0,5.0,1.0,0.0,0.0,20.0,0.0,3.0,3.0,2.0,0.0,3.0,400827958.0,Zach LaVine,Minnesota Timberwolves,2,3,2015-11-05 00:00:00,Minnesota Timberwolves,2,84,2,Miami Heat,96,1
2661,2661,9.0,0.0,0.0,0.0,1.0,22.0,5.0,8.0,4.0,2.0,2.0,26.0,1.0,3.0,10.0,6.0,2.0,3.0,400827958.0,Gorgui Dieng,Minnesota Timberwolves,2,3,2015-11-05 00:00:00,Minnesota Timberwolves,2,84,2,Miami Heat,96,1
2660,2660,6.0,1.0,0.0,1.0,1.0,24.5,2.0,10.0,5.0,5.0,4.0,23.0,4.0,2.0,14.0,6.0,0.0,1.0,400827958.0,Shabazz Muhammad,Minnesota Timberwolves,2,3,2015-11-05 00:00:00,Minnesota Timberwolves,2,84,2,Miami Heat,96,1
2253,2253,-14.0,0.0,0.0,2.0,0.0,33.5,8.0,12.0,8.0,0.0,0.0,33.0,2.0,1.0,16.0,10.0,1.0,3.0,400827961.0,Zach Randolph,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2254,2254,-21.0,0.0,0.0,3.0,2.0,29.25,4.0,13.0,4.0,10.0,7.0,28.0,1.0,2.0,15.0,5.0,0.0,1.0,400827961.0,Marc Gasol,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2255,2255,-19.0,2.0,0.0,3.0,0.0,13.0,2.0,8.0,2.0,4.0,3.0,31.0,0.0,0.0,7.0,2.0,0.0,2.0,400827961.0,Mike Conley,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2256,2256,-11.0,1.0,0.0,1.0,1.0,10.75,1.0,6.0,3.0,0.0,0.0,24.0,0.0,3.0,6.0,1.0,0.0,0.0,400827961.0,Tony Allen,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2257,2257,-13.0,6.0,3.0,0.0,0.0,24.0,1.0,10.0,6.0,4.0,3.0,30.0,1.0,0.0,18.0,2.0,1.0,0.0,400827961.0,Courtney Lee,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2258,2258,4.0,2.0,2.0,0.0,0.0,14.75,3.0,4.0,3.0,0.0,0.0,10.0,0.0,1.0,8.0,3.0,1.0,0.0,400827961.0,JaMychal Green,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2259,2259,5.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,400827961.0,Jarnell Stokes,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2260,2260,-4.0,0.0,0.0,0.0,1.0,13.0,3.0,4.0,2.0,3.0,2.0,18.0,1.0,1.0,6.0,4.0,0.0,0.0,400827961.0,Brandan Wright,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2261,2261,-14.0,3.0,0.0,0.0,0.0,10.0,2.0,8.0,3.0,0.0,0.0,20.0,0.0,1.0,6.0,2.0,1.0,1.0,400827961.0,Jeff Green,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2262,2262,-13.0,4.0,1.0,3.0,1.0,18.25,4.0,6.0,2.0,0.0,0.0,24.0,1.0,3.0,5.0,5.0,0.0,0.0,400827961.0,Matt Barnes,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
2263,2263,5.0,1.0,0.0,2.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,400827961.0,Russ Smith,Memphis Grizzlies,3,3,2015-11-05 00:00:00,Portland Trail Blazers,2,115,4,Memphis Grizzlies,96,0
