,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,id,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
1868,-5.0,0.0,0.0,5.0,1.0,17.0,0.0,6.0,2.0,1.0,0.0,16.0,0.0,0.0,4.0,0.0,2.0,1.0,400828119.0,Phil Pressey,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1869,17.0,3.0,1.0,3.0,0.0,15.5,2.0,4.0,1.0,2.0,1.0,15.0,0.0,0.0,4.0,2.0,2.0,0.0,400828119.0,Nik Stauskas,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1870,7.0,5.0,2.0,0.0,0.0,20.0,4.0,8.0,3.0,3.0,2.0,26.0,0.0,5.0,10.0,4.0,2.0,0.0,400828119.0,Hollis Thompson,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1871,,,,,,,,,,,,,,,,,,,400828119.0,Nerlens Noel,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1872,,,,,,,,,,,,,,,,,,,400828119.0,Christian Wood,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1873,,,,,,,,,,,,,,,,,,,400828119.0,Carl Landry,Philadelphia 76ers,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1874,11.0,3.0,2.0,1.0,0.0,20.5,3.0,7.0,4.0,2.0,2.0,36.0,1.0,1.0,12.0,4.0,1.0,2.0,400828119.0,Trevor Ariza,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1875,1.0,0.0,0.0,4.0,0.0,39.25,9.0,7.0,4.0,8.0,6.0,36.0,4.0,4.0,14.0,13.0,1.0,1.0,400828119.0,Dwight Howard,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1876,15.0,0.0,0.0,0.0,2.0,30.0,8.0,13.0,6.0,2.0,1.0,25.0,2.0,1.0,13.0,10.0,0.0,2.0,400828119.0,Clint Capela,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1877,-6.0,1.0,1.0,4.0,3.0,21.5,2.0,4.0,2.0,0.0,0.0,32.0,0.0,2.0,5.0,2.0,1.0,1.0,400828119.0,Patrick Beverley,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1878,13.0,12.0,6.0,8.0,0.0,71.75,7.0,28.0,14.0,20.0,16.0,40.0,2.0,2.0,50.0,9.0,0.0,9.0,400828119.0,James Harden,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1879,-14.0,2.0,1.0,1.0,1.0,18.5,7.0,5.0,2.0,0.0,0.0,24.0,1.0,3.0,5.0,8.0,0.0,1.0,400828119.0,Terrence Jones,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1880,-9.0,1.0,0.0,0.0,0.0,8.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,1.0,6.0,2.0,0.0,1.0,400828119.0,Marcus Thornton,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1881,8.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,2.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,1.0,3.0,400828119.0,Ty Lawson,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400828119.0,Jason Terry,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1883,-9.0,1.0,1.0,0.0,0.0,9.75,1.0,1.0,1.0,5.0,4.0,22.0,0.0,6.0,7.0,1.0,1.0,2.0,400828119.0,Corey Brewer,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1884,,,,,,,,,,,,,,,,,,,400828119.0,Montrezl Harrell,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1885,,,,,,,,,,,,,,,,,,,400828119.0,K.J. McDaniels,Houston Rockets,400828119,17,0,2015-11-27,Houston Rockets,10,116,6,Philadelphia 76ers,114
1886,-7.0,4.0,2.0,4.0,1.0,39.75,6.0,9.0,5.0,0.0,0.0,37.0,1.0,5.0,12.0,7.0,7.0,8.0,400828138.0,Robert Covington,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1887,-14.0,4.0,1.0,1.0,3.0,31.25,5.0,9.0,3.0,5.0,4.0,30.0,2.0,4.0,11.0,7.0,2.0,1.0,400828138.0,Jerami Grant,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1888,-7.0,1.0,0.0,1.0,0.0,27.25,11.0,11.0,3.0,4.0,3.0,32.0,2.0,4.0,9.0,13.0,1.0,3.0,400828138.0,Jahlil Okafor,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1889,-7.0,12.0,4.0,3.0,0.0,25.75,1.0,15.0,5.0,2.0,2.0,35.0,0.0,3.0,16.0,1.0,2.0,4.0,400828138.0,Isaiah Canaan,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1890,1.0,1.0,1.0,1.0,1.0,17.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,1.0,9.0,0.0,2.0,0.0,400828138.0,JaKarr Sampson,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1891,4.0,1.0,0.0,0.0,2.0,5.5,0.0,3.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,2.0,0.0,2.0,400828138.0,Richaun Holmes,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1892,4.0,1.0,1.0,6.0,0.0,18.75,3.0,5.0,3.0,1.0,0.0,22.0,0.0,4.0,7.0,3.0,0.0,3.0,400828138.0,T.J. McConnell,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1893,-3.0,2.0,0.0,3.0,0.0,10.5,2.0,4.0,0.0,4.0,3.0,16.0,0.0,2.0,3.0,2.0,1.0,3.0,400828138.0,Phil Pressey,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1894,-5.0,3.0,1.0,1.0,1.0,11.75,1.0,6.0,2.0,0.0,0.0,13.0,0.0,2.0,5.0,1.0,1.0,1.0,400828138.0,Nik Stauskas,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1895,-6.0,7.0,2.0,3.0,1.0,29.75,4.0,11.0,5.0,0.0,0.0,28.0,1.0,3.0,12.0,5.0,2.0,0.0,400828138.0,Hollis Thompson,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1896,,,,,,,,,,,,,,,,,,,400828138.0,Nerlens Noel,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1897,,,,,,,,,,,,,,,,,,,400828138.0,Christian Wood,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1898,,,,,,,,,,,,,,,,,,,400828138.0,Carl Landry,Philadelphia 76ers,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1899,7.0,0.0,0.0,0.0,0.0,33.25,4.0,17.0,6.0,6.0,5.0,32.0,7.0,1.0,17.0,11.0,1.0,2.0,400828138.0,Zach Randolph,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1900,1.0,0.0,0.0,0.0,0.0,17.0,4.0,8.0,4.0,1.0,0.0,19.0,0.0,2.0,8.0,4.0,2.0,0.0,400828138.0,Tony Allen,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1901,7.0,4.0,1.0,2.0,0.0,19.5,0.0,10.0,4.0,4.0,4.0,28.0,2.0,0.0,13.0,2.0,1.0,3.0,400828138.0,Jeff Green,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1902,9.0,0.0,0.0,3.0,4.0,37.0,11.0,8.0,4.0,2.0,1.0,39.0,1.0,3.0,9.0,12.0,1.0,3.0,400828138.0,Marc Gasol,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1903,9.0,2.0,1.0,5.0,2.0,36.5,4.0,14.0,6.0,8.0,7.0,37.0,0.0,2.0,20.0,4.0,1.0,5.0,400828138.0,Mike Conley,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1904,-2.0,1.0,0.0,1.0,0.0,7.25,3.0,3.0,1.0,0.0,0.0,17.0,0.0,2.0,2.0,3.0,1.0,4.0,400828138.0,JaMychal Green,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1905,11.0,4.0,1.0,5.0,1.0,37.0,6.0,10.0,5.0,5.0,2.0,27.0,2.0,0.0,13.0,8.0,2.0,0.0,400828138.0,Matt Barnes,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1906,2.0,1.0,1.0,2.0,0.0,12.75,1.0,5.0,2.0,0.0,0.0,15.0,2.0,4.0,5.0,3.0,1.0,3.0,400828138.0,Mario Chalmers,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1907,0.0,1.0,0.0,0.0,0.0,2.25,0.0,4.0,1.0,0.0,0.0,9.0,1.0,4.0,2.0,1.0,0.0,2.0,400828138.0,Vince Carter,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1908,-4.0,0.0,0.0,1.0,0.0,5.75,1.0,2.0,1.0,1.0,1.0,17.0,0.0,0.0,3.0,1.0,1.0,4.0,400828138.0,Courtney Lee,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1909,,,,,,,,,,,,,,,,,,,400828138.0,Brandan Wright,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1910,,,,,,,,,,,,,,,,,,,400828138.0,James Ennis,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1911,,,,,,,,,,,,,,,,,,,400828138.0,Russ Smith,Memphis Grizzlies,400828138,18,0,2015-11-29,Memphis Grizzlies,8,92,10,Philadelphia 76ers,84
1912,-5.0,1.0,0.0,2.0,0.0,32.25,8.0,12.0,5.0,3.0,2.0,28.0,3.0,4.0,12.0,11.0,1.0,0.0,400828150.0,Julius Randle,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1913,-21.0,17.0,4.0,2.0,0.0,31.75,4.0,26.0,7.0,4.0,2.0,32.0,1.0,3.0,20.0,5.0,1.0,3.0,400828150.0,Kobe Bryant,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1914,-9.0,0.0,0.0,2.0,2.0,27.5,6.0,4.0,2.0,2.0,2.0,33.0,4.0,4.0,6.0,10.0,1.0,0.0,400828150.0,Roy Hibbert,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1915,-5.0,3.0,1.0,2.0,0.0,28.75,4.0,19.0,9.0,0.0,0.0,38.0,1.0,1.0,19.0,5.0,0.0,0.0,400828150.0,Jordan Clarkson,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1916,-16.0,5.0,1.0,4.0,0.0,22.5,2.0,14.0,5.0,2.0,1.0,37.0,2.0,2.0,12.0,4.0,0.0,2.0,400828150.0,D'Angelo Russell,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1917,-3.0,0.0,0.0,1.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,400828150.0,Larry Nance Jr.,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1918,-3.0,0.0,0.0,0.0,0.0,7.25,3.0,2.0,2.0,0.0,0.0,15.0,0.0,3.0,4.0,3.0,0.0,1.0,400828150.0,Brandon Bass,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1919,7.0,2.0,0.0,1.0,0.0,11.75,5.0,3.0,0.0,6.0,5.0,19.0,0.0,1.0,5.0,5.0,0.0,2.0,400828150.0,Metta World Peace,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1920,-2.0,3.0,1.0,0.0,0.0,5.25,1.0,3.0,1.0,2.0,1.0,12.0,0.0,0.0,4.0,1.0,0.0,1.0,400828150.0,Nick Young,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1921,-3.0,3.0,1.0,1.0,0.0,12.5,0.0,6.0,2.0,5.0,4.0,21.0,0.0,1.0,9.0,0.0,1.0,1.0,400828150.0,Louis Williams,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1922,,,,,,,,,,,,,,,,,,,400828150.0,Ryan Kelly,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1923,,,,,,,,,,,,,,,,,,,400828150.0,Tarik Black,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1924,,,,,,,,,,,,,,,,,,,400828150.0,Marcelo Huertas,Los Angeles Lakers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1925,18.0,11.0,5.0,4.0,2.0,40.25,4.0,16.0,8.0,4.0,2.0,34.0,1.0,3.0,23.0,5.0,0.0,3.0,400828150.0,Robert Covington,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1926,7.0,1.0,0.0,4.0,4.0,38.75,7.0,7.0,6.0,2.0,2.0,31.0,0.0,3.0,14.0,7.0,1.0,0.0,400828150.0,Jerami Grant,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1927,13.0,0.0,0.0,2.0,1.0,22.25,2.0,14.0,6.0,1.0,0.0,30.0,3.0,1.0,12.0,5.0,0.0,2.0,400828150.0,Jahlil Okafor,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1928,13.0,7.0,4.0,5.0,0.0,27.25,3.0,9.0,4.0,0.0,0.0,30.0,0.0,1.0,12.0,3.0,1.0,0.0,400828150.0,Isaiah Canaan,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1929,10.0,0.0,0.0,1.0,0.0,10.75,5.0,5.0,0.0,4.0,2.0,19.0,2.0,1.0,2.0,7.0,0.0,3.0,400828150.0,JaKarr Sampson,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1930,1.0,0.0,0.0,3.0,0.0,30.25,7.0,7.0,5.0,6.0,4.0,26.0,2.0,1.0,14.0,9.0,1.0,3.0,400828150.0,Nerlens Noel,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1931,-2.0,3.0,1.0,6.0,0.0,26.25,5.0,6.0,3.0,0.0,0.0,21.0,0.0,0.0,7.0,5.0,2.0,1.0,400828150.0,T.J. McConnell,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1932,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,400828150.0,Phil Pressey,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1933,-1.0,4.0,2.0,0.0,0.0,10.25,1.0,5.0,2.0,0.0,0.0,15.0,0.0,3.0,6.0,1.0,1.0,0.0,400828150.0,Nik Stauskas,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1934,1.0,6.0,2.0,1.0,1.0,21.25,3.0,10.0,3.0,4.0,4.0,29.0,2.0,3.0,12.0,5.0,0.0,3.0,400828150.0,Hollis Thompson,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1935,,,,,,,,,,,,,,,,,,,400828150.0,Richaun Holmes,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1936,,,,,,,,,,,,,,,,,,,400828150.0,Christian Wood,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1937,,,,,,,,,,,,,,,,,,,400828150.0,Carl Landry,Philadelphia 76ers,400828150,15,2,2015-12-01,Philadelphia 76ers,18,103,1,Los Angeles Lakers,91
1938,-5.0,4.0,2.0,2.0,1.0,21.25,2.0,6.0,3.0,0.0,0.0,21.0,1.0,6.0,8.0,3.0,2.0,1.0,400828176.0,Darrell Arthur,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1939,2.0,9.0,3.0,1.0,1.0,39.75,5.0,14.0,7.0,9.0,7.0,39.0,2.0,4.0,24.0,7.0,1.0,0.0,400828176.0,Danilo Gallinari,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1940,4.0,0.0,0.0,1.0,0.0,7.5,1.0,4.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,400828176.0,Joffrey Lauvergne,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1941,-3.0,3.0,1.0,6.0,0.0,24.25,3.0,12.0,4.0,2.0,1.0,31.0,2.0,1.0,10.0,5.0,1.0,7.0,400828176.0,Emmanuel Mudiay,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1942,4.0,4.0,0.0,1.0,0.0,20.25,4.0,10.0,4.0,3.0,3.0,36.0,1.0,4.0,11.0,5.0,1.0,1.0,400828176.0,Randy Foye,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1943,7.0,0.0,0.0,2.0,2.0,28.75,4.0,8.0,4.0,9.0,4.0,22.0,5.0,1.0,12.0,9.0,0.0,3.0,400828176.0,Kenneth Faried,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1944,2.0,5.0,1.0,1.0,0.0,30.25,9.0,11.0,5.0,6.0,5.0,33.0,0.0,0.0,16.0,9.0,1.0,2.0,400828176.0,Will Barton,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1945,3.0,0.0,0.0,2.0,0.0,17.0,3.0,4.0,2.0,9.0,3.0,7.0,1.0,1.0,7.0,4.0,1.0,0.0,400828176.0,JJ Hickson,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1946,2.0,4.0,2.0,3.0,0.0,17.5,2.0,9.0,4.0,0.0,0.0,26.0,0.0,1.0,10.0,2.0,0.0,1.0,400828176.0,Jameer Nelson,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1947,-1.0,2.0,2.0,6.0,0.0,18.75,1.0,3.0,3.0,0.0,0.0,16.0,0.0,2.0,8.0,1.0,0.0,1.0,400828176.0,Mike Miller,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1948,,,,,,,,,,,,,,,,,,,400828176.0,Kostas Papanikolaou,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1949,,,,,,,,,,,,,,,,,,,400828176.0,Nikola Jokic,Denver Nuggets,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1950,-5.0,0.0,0.0,0.0,2.0,21.75,4.0,8.0,5.0,7.0,4.0,31.0,1.0,2.0,14.0,5.0,0.0,5.0,400828176.0,Nerlens Noel,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1951,-4.0,12.0,5.0,2.0,1.0,42.0,9.0,13.0,6.0,2.0,1.0,30.0,1.0,5.0,18.0,10.0,2.0,3.0,400828176.0,Robert Covington,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1952,0.0,1.0,0.0,2.0,2.0,25.75,1.0,8.0,4.0,4.0,2.0,29.0,0.0,3.0,10.0,1.0,4.0,1.0,400828176.0,Jerami Grant,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1953,-7.0,8.0,5.0,1.0,0.0,21.25,1.0,9.0,5.0,0.0,0.0,24.0,0.0,2.0,15.0,1.0,1.0,2.0,400828176.0,Isaiah Canaan,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1954,-4.0,2.0,1.0,6.0,0.0,34.5,8.0,10.0,4.0,2.0,1.0,30.0,0.0,1.0,10.0,8.0,3.0,2.0,400828176.0,T.J. McConnell,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1955,-2.0,1.0,1.0,0.0,1.0,17.5,2.0,4.0,4.0,1.0,1.0,14.0,2.0,3.0,10.0,4.0,0.0,0.0,400828176.0,Richaun Holmes,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1956,3.0,1.0,1.0,1.0,0.0,22.5,3.0,5.0,3.0,8.0,6.0,17.0,3.0,3.0,13.0,6.0,0.0,0.0,400828176.0,JaKarr Sampson,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1957,2.0,4.0,2.0,1.0,1.0,18.75,3.0,6.0,3.0,2.0,1.0,28.0,0.0,2.0,9.0,3.0,1.0,1.0,400828176.0,Nik Stauskas,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1958,6.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0,2.0,0.0,0.0,13.0,0.0,2.0,4.0,0.0,0.0,5.0,400828176.0,Tony Wroten,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1959,-4.0,2.0,0.0,6.0,1.0,15.0,2.0,4.0,1.0,0.0,0.0,23.0,0.0,5.0,2.0,2.0,0.0,1.0,400828176.0,Hollis Thompson,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1960,,,,,,,,,,,,,,,,,,,400828176.0,Christian Wood,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1961,,,,,,,,,,,,,,,,,,,400828176.0,Jahlil Okafor,Philadelphia 76ers,400828176,13,8,2015-12-05,Philadelphia 76ers,20,105,1,Denver Nuggets,108
1962,-6.0,8.0,4.0,1.0,0.0,27.25,0.0,14.0,6.0,2.0,2.0,36.0,1.0,3.0,18.0,1.0,3.0,3.0,400827896.0,C.J. Miles,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1963,-4.0,4.0,0.0,8.0,0.0,50.0,9.0,17.0,4.0,10.0,9.0,37.0,3.0,3.0,17.0,12.0,3.0,3.0,400827896.0,Paul George,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1964,-5.0,0.0,0.0,3.0,2.0,32.0,5.0,8.0,5.0,0.0,0.0,25.0,3.0,6.0,10.0,8.0,2.0,1.0,400827896.0,Ian Mahinmi,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1965,-1.0,7.0,5.0,2.0,1.0,33.25,3.0,10.0,6.0,3.0,2.0,38.0,0.0,5.0,19.0,3.0,2.0,2.0,400827896.0,George Hill,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1966,-5.0,1.0,0.0,6.0,0.0,21.0,0.0,11.0,3.0,4.0,3.0,29.0,0.0,4.0,9.0,0.0,2.0,2.0,400827896.0,Monta Ellis,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1967,-2.0,0.0,0.0,0.0,0.0,4.5,2.0,2.0,1.0,0.0,0.0,12.0,0.0,1.0,2.0,2.0,0.0,0.0,400827896.0,Lavoy Allen,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1968,-9.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,400827896.0,Chase Budinger,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1969,-2.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,2.0,6.0,4.0,23.0,1.0,4.0,8.0,8.0,1.0,0.0,400827896.0,Jordan Hill,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1970,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,400827896.0,Joe Young,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
1971,0.0,1.0,0.0,2.0,0.0,25.0,4.0,13.0,5.0,6.0,6.0,24.0,0.0,2.0,16.0,4.0,1.0,2.0,400827896.0,Rodney Stuckey,Indiana Pacers,400827896,1,0,2015-10-28,Toronto Raptors,0,106,1,Indiana Pacers,99
