,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,id,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
0,-2.0,0.0,0.0,2.0,2.0,43.25,10.0,13.0,5.0,7.0,4.0,35.0,3.0,4.0,14.0,13.0,3.0,3.0,400827892.0,Nerlens Noel,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
1,-9.0,0.0,0.0,1.0,2.0,38.25,3.0,16.0,10.0,6.0,6.0,38.0,4.0,4.0,26.0,7.0,1.0,8.0,400827892.0,Jahlil Okafor,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
2,-3.0,10.0,4.0,2.0,0.0,32.25,6.0,14.0,6.0,2.0,2.0,38.0,1.0,0.0,18.0,7.0,1.0,3.0,400827892.0,Isaiah Canaan,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
3,-15.0,9.0,3.0,3.0,0.0,17.75,2.0,14.0,3.0,0.0,0.0,36.0,1.0,6.0,9.0,3.0,0.0,2.0,400827892.0,Hollis Thompson,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
4,1.0,1.0,0.0,0.0,0.0,18.5,4.0,9.0,5.0,3.0,3.0,27.0,0.0,1.0,13.0,4.0,1.0,3.0,400827892.0,JaKarr Sampson,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
5,-4.0,0.0,0.0,0.0,1.0,7.75,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,400827892.0,Richaun Holmes,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
6,-12.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,400827892.0,Christian Wood,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
7,-22.0,1.0,0.0,0.0,0.0,20.5,5.0,7.0,2.0,5.0,5.0,27.0,1.0,2.0,9.0,6.0,2.0,0.0,400827892.0,Jerami Grant,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
8,-19.0,1.0,0.0,4.0,1.0,17.75,0.0,5.0,2.0,0.0,0.0,28.0,1.0,4.0,4.0,1.0,3.0,3.0,400827892.0,T.J. McConnell,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
9,,,,,,,,,,,,,,,,,,,400827892.0,Robert Covington,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
10,,,,,,,,,,,,,,,,,,,400827892.0,Kendall Marshall,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
11,,,,,,,,,,,,,,,,,,,400827892.0,Nik Stauskas,Philadelphia 76ers,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
12,-4.0,0.0,0.0,5.0,1.0,22.75,4.0,8.0,2.0,4.0,4.0,22.0,1.0,3.0,8.0,5.0,0.0,2.0,400827892.0,David Lee,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
13,-4.0,4.0,2.0,3.0,0.0,29.5,4.0,7.0,4.0,4.0,4.0,31.0,2.0,3.0,14.0,6.0,2.0,3.0,400827892.0,Jae Crowder,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
14,-6.0,0.0,0.0,0.0,1.0,8.75,1.0,4.0,2.0,2.0,2.0,11.0,0.0,3.0,6.0,1.0,0.0,1.0,400827892.0,Tyler Zeller,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
15,0.0,1.0,0.0,2.0,0.0,11.25,1.0,6.0,2.0,0.0,0.0,33.0,0.0,2.0,4.0,1.0,2.0,2.0,400827892.0,Avery Bradley,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
16,22.0,6.0,3.0,5.0,1.0,30.0,2.0,8.0,3.0,4.0,4.0,32.0,0.0,3.0,13.0,2.0,2.0,1.0,400827892.0,Marcus Smart,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
17,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,400827892.0,Jordan Mickey,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
18,16.0,2.0,1.0,1.0,2.0,29.25,4.0,11.0,6.0,2.0,2.0,20.0,3.0,3.0,15.0,7.0,0.0,1.0,400827892.0,Amir Johnson,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
19,14.0,2.0,1.0,3.0,1.0,15.75,3.0,7.0,2.0,0.0,0.0,15.0,0.0,1.0,5.0,3.0,0.0,0.0,400827892.0,Jonas Jerebko,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
20,5.0,2.0,0.0,2.0,1.0,27.25,7.0,8.0,6.0,0.0,0.0,21.0,0.0,3.0,12.0,7.0,1.0,1.0,400827892.0,Jared Sullinger,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
21,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,400827892.0,Terry Rozier,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
22,19.0,6.0,1.0,7.0,0.0,45.0,1.0,19.0,10.0,7.0,6.0,29.0,1.0,1.0,27.0,2.0,3.0,3.0,400827892.0,Isaiah Thomas,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
23,23.0,1.0,0.0,2.0,0.0,12.5,3.0,5.0,2.0,2.0,2.0,22.0,1.0,0.0,6.0,4.0,0.0,3.0,400827892.0,Evan Turner,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
24,,,,,,,,,,,,,,,,,,,400827892.0,Kelly Olynyk,Boston Celtics,400827892,1,0,2015-10-28,Boston Celtics,0,112,1,Philadelphia 76ers,95
25,11.0,1.0,1.0,1.0,0.0,23.25,6.0,9.0,4.0,0.0,0.0,22.0,3.0,2.0,9.0,9.0,1.0,2.0,400827911.0,Luis Scola,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
26,-1.0,7.0,4.0,2.0,0.0,34.25,4.0,16.0,8.0,2.0,1.0,35.0,1.0,3.0,21.0,5.0,2.0,4.0,400827911.0,DeMarre Carroll,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
27,6.0,0.0,0.0,2.0,0.0,20.5,9.0,6.0,2.0,2.0,2.0,23.0,1.0,4.0,6.0,10.0,0.0,2.0,400827911.0,Jonas Valanciunas,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
28,3.0,1.0,0.0,9.0,2.0,44.75,6.0,11.0,3.0,10.0,8.0,34.0,1.0,4.0,14.0,7.0,3.0,3.0,400827911.0,Kyle Lowry,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
29,13.0,4.0,1.0,6.0,0.0,43.75,6.0,15.0,5.0,14.0,12.0,35.0,1.0,4.0,23.0,7.0,2.0,3.0,400827911.0,DeMar DeRozan,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
30,3.0,0.0,0.0,0.0,0.0,4.75,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,400827911.0,Anthony Bennett,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
31,4.0,0.0,0.0,1.0,0.0,2.75,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,400827911.0,James Johnson,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
32,2.0,5.0,2.0,0.0,0.0,10.5,0.0,6.0,2.0,2.0,2.0,25.0,0.0,3.0,8.0,0.0,1.0,1.0,400827911.0,Patrick Patterson,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
33,2.0,6.0,2.0,0.0,0.0,26.0,4.0,12.0,8.0,3.0,3.0,21.0,0.0,0.0,21.0,4.0,0.0,2.0,400827911.0,Terrence Ross,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
34,6.0,0.0,0.0,0.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,16.0,2.0,5.0,4.0,6.0,0.0,1.0,400827911.0,Bismack Biyombo,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
35,1.0,2.0,1.0,2.0,0.0,13.25,1.0,5.0,3.0,0.0,0.0,18.0,0.0,4.0,7.0,1.0,1.0,1.0,400827911.0,Cory Joseph,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
36,,,,,,,,,,,,,,,,,,,400827911.0,Delon Wright,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
37,,,,,,,,,,,,,,,,,,,400827911.0,Norman Powell,Toronto Raptors,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
38,-9.0,0.0,0.0,2.0,0.0,18.0,4.0,5.0,2.0,2.0,2.0,17.0,2.0,2.0,6.0,6.0,1.0,1.0,400827911.0,David Lee,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
39,-7.0,2.0,0.0,4.0,1.0,25.0,3.0,6.0,1.0,6.0,5.0,34.0,1.0,3.0,7.0,4.0,3.0,2.0,400827911.0,Jae Crowder,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
40,-7.0,0.0,0.0,1.0,0.0,11.5,0.0,8.0,4.0,2.0,2.0,16.0,0.0,3.0,10.0,0.0,0.0,0.0,400827911.0,Tyler Zeller,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
41,-11.0,7.0,3.0,3.0,1.0,28.25,5.0,11.0,4.0,2.0,2.0,30.0,0.0,3.0,13.0,5.0,1.0,2.0,400827911.0,Avery Bradley,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
42,-6.0,5.0,1.0,2.0,0.0,15.25,3.0,11.0,2.0,2.0,1.0,28.0,0.0,3.0,6.0,3.0,1.0,0.0,400827911.0,Marcus Smart,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
43,0.0,1.0,1.0,2.0,0.0,27.0,7.0,3.0,3.0,6.0,4.0,19.0,1.0,1.0,11.0,8.0,2.0,3.0,400827911.0,Amir Johnson,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
44,-6.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,2.0,0.0,1.0,400827911.0,Jonas Jerebko,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
45,1.0,5.0,1.0,0.0,0.0,18.0,1.0,10.0,4.0,3.0,2.0,17.0,1.0,0.0,11.0,2.0,2.0,0.0,400827911.0,Kelly Olynyk,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
46,-3.0,0.0,0.0,1.0,1.0,14.75,3.0,3.0,3.0,1.0,0.0,14.0,0.0,6.0,6.0,3.0,1.0,1.0,400827911.0,Jared Sullinger,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
47,4.0,4.0,1.0,7.0,0.0,39.75,1.0,16.0,7.0,11.0,10.0,29.0,0.0,5.0,25.0,1.0,2.0,3.0,400827911.0,Isaiah Thomas,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
48,-6.0,1.0,0.0,1.0,0.0,12.5,3.0,11.0,2.0,4.0,2.0,28.0,1.0,2.0,6.0,4.0,1.0,4.0,400827911.0,Evan Turner,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
49,,,,,,,,,,,,,,,,,,,400827911.0,Terry Rozier,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
50,,,,,,,,,,,,,,,,,,,400827911.0,R.J. Hunter,Boston Celtics,400827911,0,2,2015-10-30,Boston Celtics,1,103,1,Toronto Raptors,113
51,5.0,1.0,0.0,5.0,1.0,53.5,10.0,18.0,8.0,10.0,8.0,35.0,4.0,1.0,24.0,14.0,1.0,2.0,400827927.0,LaMarcus Aldridge,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
52,3.0,3.0,1.0,2.0,1.0,33.75,5.0,18.0,8.0,2.0,2.0,34.0,0.0,2.0,19.0,5.0,2.0,2.0,400827927.0,Kawhi Leonard,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
53,5.0,1.0,0.0,5.0,1.0,25.75,8.0,9.0,3.0,2.0,1.0,29.0,1.0,4.0,7.0,9.0,0.0,4.0,400827927.0,Tim Duncan,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
54,-6.0,0.0,0.0,1.0,0.0,11.0,3.0,6.0,3.0,0.0,0.0,27.0,1.0,2.0,6.0,4.0,0.0,3.0,400827927.0,Tony Parker,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
55,-6.0,5.0,0.0,1.0,1.0,23.0,5.0,10.0,2.0,2.0,0.0,29.0,1.0,1.0,4.0,6.0,4.0,0.0,400827927.0,Danny Green,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
56,-5.0,0.0,0.0,0.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0,400827927.0,David West,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827927.0,Kyle Anderson,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
58,7.0,2.0,0.0,0.0,2.0,7.25,1.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,400827927.0,Rasual Butler,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
59,11.0,1.0,0.0,4.0,0.0,17.25,1.0,8.0,4.0,3.0,2.0,24.0,0.0,1.0,10.0,1.0,0.0,0.0,400827927.0,Boris Diaw,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
60,14.0,2.0,2.0,1.0,0.0,10.75,1.0,3.0,3.0,0.0,0.0,21.0,0.0,1.0,8.0,1.0,0.0,2.0,400827927.0,Patty Mills,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
61,12.0,4.0,2.0,3.0,0.0,33.0,7.0,8.0,4.0,4.0,3.0,24.0,1.0,2.0,13.0,8.0,3.0,3.0,400827927.0,Manu Ginobili,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
62,,,,,,,,,,,,,,,,,,,400827927.0,Matt Bonner,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
63,,,,,,,,,,,,,,,,,,,400827927.0,Ray McCallum,San Antonio Spurs,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
64,0.0,0.0,0.0,1.0,0.0,12.5,5.0,7.0,1.0,0.0,0.0,21.0,3.0,1.0,2.0,8.0,0.0,2.0,400827927.0,David Lee,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
65,-10.0,5.0,1.0,1.0,1.0,20.0,3.0,9.0,3.0,0.0,0.0,23.0,1.0,4.0,7.0,4.0,3.0,4.0,400827927.0,Jae Crowder,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
66,-3.0,0.0,0.0,1.0,0.0,2.25,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,400827927.0,Tyler Zeller,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
67,3.0,4.0,1.0,3.0,0.0,27.5,2.0,18.0,7.0,4.0,3.0,30.0,2.0,2.0,18.0,4.0,0.0,1.0,400827927.0,Avery Bradley,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
68,-1.0,5.0,1.0,3.0,1.0,34.0,1.0,12.0,7.0,4.0,2.0,39.0,1.0,3.0,17.0,2.0,4.0,1.0,400827927.0,Marcus Smart,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
69,-6.0,2.0,0.0,1.0,1.0,18.5,1.0,10.0,5.0,0.0,0.0,28.0,3.0,4.0,10.0,4.0,0.0,0.0,400827927.0,Amir Johnson,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
70,-4.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,3.0,0.0,0.0,14.0,0.0,3.0,6.0,2.0,0.0,1.0,400827927.0,Jonas Jerebko,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
71,6.0,3.0,0.0,1.0,1.0,13.25,6.0,3.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.0,2.0,400827927.0,Kelly Olynyk,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
72,-10.0,4.0,2.0,2.0,0.0,25.5,4.0,12.0,4.0,0.0,0.0,24.0,4.0,3.0,10.0,8.0,1.0,1.0,400827927.0,Jared Sullinger,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
73,-15.0,5.0,1.0,5.0,0.0,25.25,1.0,18.0,4.0,6.0,6.0,27.0,0.0,1.0,15.0,1.0,1.0,2.0,400827927.0,Isaiah Thomas,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
74,0.0,1.0,0.0,3.0,1.0,13.0,3.0,4.0,1.0,0.0,0.0,16.0,1.0,2.0,2.0,4.0,0.0,1.0,400827927.0,Evan Turner,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
75,,,,,,,,,,,,,,,,,,,400827927.0,Terry Rozier,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
76,,,,,,,,,,,,,,,,,,,400827927.0,R.J. Hunter,Boston Celtics,400827927,1,2,2015-11-01,Boston Celtics,2,87,1,San Antonio Spurs,95
77,-4.0,1.0,0.0,1.0,0.0,7.5,4.0,2.0,0.0,2.0,2.0,21.0,0.0,3.0,2.0,4.0,0.0,2.0,400827947.0,Amir Johnson,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
78,-7.0,2.0,1.0,1.0,0.0,24.5,6.0,5.0,3.0,8.0,5.0,33.0,0.0,1.0,12.0,6.0,2.0,2.0,400827947.0,Jae Crowder,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
79,2.0,3.0,1.0,2.0,2.0,33.75,5.0,10.0,3.0,2.0,2.0,27.0,6.0,3.0,9.0,11.0,2.0,1.0,400827947.0,Jared Sullinger,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
80,-8.0,8.0,3.0,3.0,0.0,34.25,3.0,16.0,8.0,2.0,2.0,35.0,2.0,3.0,21.0,5.0,1.0,2.0,400827947.0,Avery Bradley,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
81,1.0,7.0,4.0,7.0,0.0,42.25,0.0,19.0,9.0,5.0,5.0,36.0,1.0,1.0,27.0,1.0,2.0,5.0,400827947.0,Isaiah Thomas,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
82,5.0,0.0,0.0,1.0,0.0,18.5,4.0,6.0,4.0,3.0,2.0,18.0,2.0,2.0,10.0,6.0,0.0,1.0,400827947.0,David Lee,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
83,-1.0,0.0,0.0,0.0,0.0,8.5,3.0,2.0,2.0,0.0,0.0,16.0,1.0,2.0,4.0,4.0,0.0,1.0,400827947.0,Jonas Jerebko,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
84,-1.0,0.0,0.0,1.0,0.0,2.75,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,400827947.0,Tyler Zeller,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
85,-3.0,2.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,1.0,400827947.0,Kelly Olynyk,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
86,0.0,1.0,0.0,0.0,0.0,5.25,4.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,2.0,400827947.0,Terry Rozier,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
87,-2.0,2.0,1.0,4.0,1.0,24.0,4.0,10.0,5.0,0.0,0.0,21.0,0.0,1.0,11.0,4.0,0.0,1.0,400827947.0,Evan Turner,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
88,8.0,1.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,0.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,1.0,400827947.0,R.J. Hunter,Boston Celtics,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
89,-1.0,0.0,0.0,1.0,0.0,21.75,5.0,8.0,3.0,2.0,1.0,29.0,6.0,5.0,7.0,11.0,0.0,1.0,400827947.0,Lavoy Allen,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
90,13.0,11.0,5.0,3.0,0.0,50.0,7.0,18.0,8.0,6.0,5.0,31.0,3.0,4.0,26.0,10.0,2.0,2.0,400827947.0,Paul George,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
91,0.0,0.0,0.0,0.0,0.0,33.0,6.0,14.0,7.0,2.0,2.0,29.0,4.0,2.0,16.0,10.0,2.0,2.0,400827947.0,Jordan Hill,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
92,-4.0,4.0,1.0,4.0,0.0,23.5,2.0,10.0,2.0,8.0,5.0,34.0,0.0,2.0,10.0,2.0,3.0,3.0,400827947.0,George Hill,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
93,15.0,4.0,1.0,8.0,0.0,32.25,4.0,15.0,5.0,2.0,2.0,33.0,1.0,2.0,13.0,5.0,1.0,3.0,400827947.0,Monta Ellis,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
94,0.0,0.0,0.0,1.0,1.0,15.5,1.0,6.0,2.0,4.0,3.0,18.0,3.0,1.0,7.0,4.0,0.0,0.0,400827947.0,Myles Turner,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
95,-4.0,3.0,0.0,1.0,0.0,12.0,3.0,6.0,2.0,0.0,0.0,19.0,1.0,1.0,4.0,4.0,1.0,1.0,400827947.0,Chase Budinger,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
96,-5.0,1.0,1.0,0.0,0.0,13.25,3.0,10.0,3.0,0.0,0.0,27.0,2.0,3.0,7.0,5.0,0.0,1.0,400827947.0,Rodney Stuckey,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
97,-4.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,3.0,5.0,4.0,19.0,1.0,0.0,10.0,2.0,1.0,1.0,400827947.0,Glenn Robinson III,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
98,,,,,,,,,,,,,,,,,,,400827947.0,Solomon Hill,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
99,,,,,,,,,,,,,,,,,,,400827947.0,C.J. Miles,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
100,,,,,,,,,,,,,,,,,,,400827947.0,Ian Mahinmi,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
101,,,,,,,,,,,,,,,,,,,400827947.0,Joe Young,Indiana Pacers,400827947,3,1,2015-11-04,Indiana Pacers,3,100,2,Boston Celtics,98
102,3.0,4.0,3.0,0.0,1.0,20.0,4.0,5.0,3.0,0.0,0.0,21.0,2.0,3.0,9.0,6.0,0.0,0.0,400827963.0,Kris Humphries,Washington Wizards,400827963,2,3,2015-11-06,Boston Celtics,3,118,2,Washington Wizards,98
103,-7.0,3.0,0.0,3.0,0.0,16.25,1.0,8.0,4.0,1.0,1.0,24.0,0.0,4.0,9.0,1.0,1.0,1.0,400827963.0,Otto Porter Jr.,Washington Wizards,400827963,2,3,2015-11-06,Boston Celtics,3,118,2,Washington Wizards,98
104,6.0,0.0,0.0,5.0,3.0,35.0,7.0,7.0,4.0,3.0,2.0,26.0,1.0,2.0,10.0,8.0,1.0,1.0,400827963.0,Marcin Gortat,Washington Wizards,400827963,2,3,2015-11-06,Boston Celtics,3,118,2,Washington Wizards,98
105,4.0,3.0,0.0,8.0,3.0,39.25,3.0,17.0,6.0,1.0,1.0,28.0,2.0,4.0,13.0,5.0,3.0,8.0,400827963.0,John Wall,Washington Wizards,400827963,2,3,2015-11-06,Boston Celtics,3,118,2,Washington Wizards,98
